@relation manos
@attribute hu1 numeric
@attribute hu2 numeric
@attribute hu3 numeric
@attribute hu4 numeric
@attribute hu5 numeric
@attribute hu6 numeric
@attribute hu7 numeric
@attribute tipo {mano, noMano}
@data
0.21103365918649547, 0.010621430134102093, 6.963144474743831e-05, 8.782572947060478e-05, 2.718265149402518e-09, 8.976625820276521e-06, -6.30726239006731e-09, mano
0.22940418459235595, 0.0059768427270118826, 6.948849786411399e-05, 0.0004694257706664589, 4.979913347806626e-08, 2.9879797629034907e-05, -6.861588472255713e-08, mano
0.22072231779397644, 0.00779242928282264, 0.00048699537060651325, 0.00018470261278169173, 2.807050021942233e-08, 1.5755359146355018e-05, -4.775639163137694e-08, mano
0.20511492860907915, 0.008401292550149441, 0.0004060958020321155, 0.00011381794017691371, 2.2526018325409966e-08, 9.269030688866552e-06, -9.557686438776468e-09, mano
0.2036898591894944, 0.0077217129744881225, 0.00016099726865607866, 0.00012684240467774805, 1.6373588082916e-08, 9.796743940107585e-06, -7.775828519525201e-09, mano
0.24275573464127248, 0.012666557113174147, 0.0006617384774494663, 0.00024700238282046426, 1.4039129037527936e-09, 2.753679924430421e-05, -9.98509004136289e-08, mano
0.21193074032490383, 0.007882994966660378, 0.0001252366158161775, 0.00015747693813461555, 1.3650022759742533e-08, 1.3966281202339663e-05, -1.739998493714218e-08, mano
0.21929450473787018, 0.007779530715361634, 0.0007464899408797061, 0.00021013329184357536, 6.02314835694335e-08, 1.853125927698673e-05, -5.743330106974231e-08, mano
0.20879803974312805, 0.009516935441289415, 0.0008131752061667977, 0.00010088708385071841, 1.9457371926176472e-08, 9.711246466847221e-07, 2.1363966390605274e-08, mano
0.21060250054018914, 0.010658913400279853, 0.0003802182311291612, 0.00010653251606480419, 2.1406613295095572e-08, 6.257093275530257e-06, 1.2092083919935382e-09, mano
0.19944549513580725, 0.007961687339958693, 0.0005110353926612283, 0.00010826724717553007, 2.4650383777794392e-08, 9.262190039723824e-06, -6.395841281544865e-09, mano
0.2028359749726884, 0.005275500348866244, 0.0011129216521829494, 9.697037831870005e-05, 3.106200246278276e-08, 2.9066330578766336e-06, 7.067905042566132e-09, mano
0.19800985226996376, 0.004467352645927005, 0.0008824291047033046, 8.284737304158571e-05, 2.1084351337891522e-08, 4.726030811027802e-06, -7.565266147907481e-09, mano
0.21362977918037565, 0.008389819503943926, 0.0009577176184116765, 0.0001462269717743137, 5.3120179401459156e-08, 5.78289074314237e-06, 1.3142158410190842e-08, mano
0.20176532942981468, 0.005461196024881176, 0.0009549082912605369, 6.987604778695172e-05, 1.7385495360982422e-08, 3.985064476190765e-06, -4.851931376377518e-09, mano
0.21340468104821878, 0.011213482320262582, 0.001127443018521725, 3.293698597756103e-05, -2.7052716145794183e-09, -3.037610992514905e-06, 5.741669188594182e-09, mano
0.19609569076923333, 0.006189823173254268, 0.000600466059702565, 3.658570358847691e-05, 5.256728028514644e-09, 1.9216396651022595e-06, -1.3311322385005922e-09, mano
0.2060823665126472, 0.009552076206711186, 0.000800471238332391, 4.616014982030558e-05, 3.637933628813417e-09, -1.448973625615129e-06, 8.0930048672186e-09, mano
0.1681985264521501, 0.0025438909920108403, 8.5142933484639e-05, 1.8266933874632913e-06, 2.2778338079413502e-11, 9.212791451898858e-08, -3.4826493636788216e-13, noMano
0.28011219212615396, 0.04903678903078114, 0.0008456048170411656, 0.00020306100399317627, 8.38907085210917e-08, 4.454794810790088e-05, -6.524847931468403e-09, noMano
0.3316418073788781, 0.07948527550201802, 0.00046316085450510947, 6.223731220428317e-05, 7.490708483068341e-09, 9.882169365206455e-06, -7.452910129672327e-09, noMano
0.17363205634867962, 0.0023988615585585813, 3.977872035790597e-05, 5.2472002726186534e-08, -5.062292341139626e-14, 1.9766063469793944e-10, 5.642890046853851e-14, noMano
0.1862951065767603, 0.004807579174498918, 1.4045338030045763e-05, 1.4739375291259831e-05, 2.0499599686616176e-10, 9.794910964839313e-07, 5.4327345950740374e-11, noMano
0.16686697290179187, 9.383314347234694e-05, 3.410660722470809e-05, 2.1193476371524114e-07, -1.0962360266145738e-13, -1.7129940760742968e-09, -5.591555040417444e-13, noMano
0.23599206298615863, 0.02698234230282521, 0.00026931839186524403, 1.9317483154771767e-05, 1.1520877403254918e-09, 2.795088095967374e-06, -7.836488520878644e-10, noMano
0.2900650992859136, 0.055265661678798955, 0.00013864068667750933, 7.5287242101302025e-06, -2.2334122633105355e-10, -1.7389218369606078e-06, 9.634486988632324e-11, noMano
0.3046124592945175, 0.060353522770426285, 0.009545810880435258, 0.006071551764104713, 4.620185272870779e-05, 0.0014781874908841891, 1.3904142449436826e-06, noMano
0.15922285344486767, 1.9476976482171748e-05, 3.332576985961633e-07, 5.963762346214271e-11, -2.6547425445765803e-19, -2.591176737549835e-13, -1.45149904882851e-20, noMano
0.2674455424560381, 0.04534876494515219, 2.9711431807412137e-06, 4.1907468955705765e-07, 4.676247302845867e-13, 8.92419574559616e-08, -1.2157849427223007e-15, noMano
0.4693781984446167, 0.14264750502432588, 0.012315022909788882, 0.0014576093313509338, 4.299185650795485e-06, 0.0003190115336017571, -4.433403522714556e-06, noMano
1.1441203019843154, 1.281493170098001, 0.011901945459953031, 0.011157656743309258, 0.0001285782731826903, 0.012616356458746184, 2.5940855898586284e-07, noMano
0.20290412865226967, 0.013432908334993368, 3.543778264741284e-05, 2.0026123094364165e-06, 1.6578062312242278e-11, 2.283137671460518e-07, -3.127691837339929e-12, noMano
0.1839868475015336, 0.0060325237670077, 5.1413415455127824e-05, 5.366098164305207e-07, 1.4530616066711805e-12, 3.046790263896004e-08, 2.4151295723309703e-12, noMano
0.1607026482638014, 0.0002792245985545301, 2.4595906266294185e-05, 3.533387289872375e-07, 9.819780916747379e-13, 5.160117703552764e-09, -3.4747095197302026e-13, noMano
0.49568441593621393, 0.11214599070757401, 0.08581251490803313, 0.022174914533208048, 0.0009672980908014119, 0.007425147817768512, -5.840510675672822e-06, noMano
